parent_global_id,date,year,monitor_names,transect_name_number,vernal_pool_axis,project_site,total_transect_length,transect_distance_of_quadrat,side_of_transect_left_or_right,vernal_pool_zone,quadrat_notes_optional,percent_cover,psoc,cover_category,habitat
2f00e77a-fe93-41b4-b703-1a10dadd0f60,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,2,Right,NA,NA,1,Heterotheca_grandiflora,NATIVE COVER,NA
2f00e77a-fe93-41b4-b703-1a10dadd0f60,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,2,Right,NA,NA,9,Stipa_pulchra,NATIVE COVER,NA
2f00e77a-fe93-41b4-b703-1a10dadd0f60,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,2,Right,NA,NA,1,Cyperus_eragrostis,NATIVE COVER,NA
2f00e77a-fe93-41b4-b703-1a10dadd0f60,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,2,Right,NA,NA,1,Isocoma_menziesii,NATIVE COVER,NA
c4eafd84-1c04-46cb-a00c-02e905a30499,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,4,Left,NA,NA,35,Stipa_pulchra,NATIVE COVER,NA
c4eafd84-1c04-46cb-a00c-02e905a30499,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,4,Left,NA,NA,2,Ambrosia_psilostachya,NATIVE COVER,NA
c4eafd84-1c04-46cb-a00c-02e905a30499,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,4,Left,NA,NA,1,Isocoma_menziesii,NATIVE COVER,NA
c4eafd84-1c04-46cb-a00c-02e905a30499,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,4,Left,NA,NA,1,Sisyrinchium_bellum,NATIVE COVER,NA
c4eafd84-1c04-46cb-a00c-02e905a30499,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,4,Left,NA,NA,1,Epilobium_canum,NATIVE COVER,NA
264431a2-b462-479b-862b-6affa1b547ee,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,6,Right,NA,NA,15,Stipa_pulchra,NATIVE COVER,NA
264431a2-b462-479b-862b-6affa1b547ee,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,6,Right,NA,NA,9,Sisyrinchium_bellum,NATIVE COVER,NA
264431a2-b462-479b-862b-6affa1b547ee,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,6,Right,NA,NA,16,Baccharis_pilularis,NATIVE COVER,NA
264431a2-b462-479b-862b-6affa1b547ee,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,6,Right,NA,NA,1,Croton_setiger,NATIVE COVER,NA
79c720c3-a624-45c0-b80f-79d920b7b25a,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,8,Left,NA,NA,15,Stipa_pulchra,NATIVE COVER,NA
79c720c3-a624-45c0-b80f-79d920b7b25a,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,8,Left,NA,NA,5,Sisyrinchium_bellum,NATIVE COVER,NA
79c720c3-a624-45c0-b80f-79d920b7b25a,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,8,Left,NA,NA,1,Plantago_erecta,NATIVE COVER,NA
ef1b4a74-be1e-40a4-8da2-c7230415ba5c,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,10,Right,NA,NA,30,Stipa_pulchra,NATIVE COVER,NA
ef1b4a74-be1e-40a4-8da2-c7230415ba5c,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,10,Right,NA,NA,2,Asclepias_fascicularis,NATIVE COVER,NA
9c492ce6-b2ea-4e3a-a8c6-2e77a5a07142,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,12,Left,NA,NA,6,Stipa_pulchra,NATIVE COVER,NA
9c492ce6-b2ea-4e3a-a8c6-2e77a5a07142,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,12,Left,NA,NA,4,Sisyrinchium_bellum,NATIVE COVER,NA
9c492ce6-b2ea-4e3a-a8c6-2e77a5a07142,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,12,Left,NA,NA,4,Isocoma_menziesii,NATIVE COVER,NA
87c46206-2358-41ca-be8f-0dbb2dc3be41,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,14,Right,NA,NA,8,Stipa_pulchra,NATIVE COVER,NA
87c46206-2358-41ca-be8f-0dbb2dc3be41,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,14,Right,NA,NA,1,Sisyrinchium_bellum,NATIVE COVER,NA
4619e375-7638-47bc-aa17-ca82552d18a8,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,16,Left,NA,NA,8,Artemisia_californica,NATIVE COVER,NA
4619e375-7638-47bc-aa17-ca82552d18a8,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,16,Left,NA,NA,4,Stipa_pulchra,NATIVE COVER,NA
4619e375-7638-47bc-aa17-ca82552d18a8,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,16,Left,NA,NA,3,Sisyrinchium_bellum,NATIVE COVER,NA
4619e375-7638-47bc-aa17-ca82552d18a8,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,16,Left,NA,NA,1,Isocoma_menziesii,NATIVE COVER,NA
4619e375-7638-47bc-aa17-ca82552d18a8,2026-06-09,2026,"Ethan a, Michael R",Upland-01,NA,north_parcel,40,16,Left,NA,NA,3,Baccharis_pilularis,NATIVE COVER,NA
ab3c53d4-0965-4a0e-aac6-ba056c508de9,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,18,Right,edge,NA,19,Stipa_pulchra,NATIVE COVER,NA
ab3c53d4-0965-4a0e-aac6-ba056c508de9,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,18,Right,edge,NA,5,Sisyrinchium_bellum,NATIVE COVER,NA
ab3c53d4-0965-4a0e-aac6-ba056c508de9,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,18,Right,edge,NA,1,Asclepias_fascicularis,NATIVE COVER,NA
87b61a1b-cdee-449c-b5cf-88f936ae1e54,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,20,Left,edge,NA,8,Stipa_pulchra,NATIVE COVER,NA
87b61a1b-cdee-449c-b5cf-88f936ae1e54,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,20,Left,edge,NA,3,Sisyrinchium_bellum,NATIVE COVER,NA
bfda2281-55c7-4e6f-b526-7c0cf15b0fb0,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,22,Right,edge,NA,12,Sisyrinchium_bellum,NATIVE COVER,NA
bfda2281-55c7-4e6f-b526-7c0cf15b0fb0,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,22,Right,edge,NA,9,Stipa_pulchra,NATIVE COVER,NA
bfda2281-55c7-4e6f-b526-7c0cf15b0fb0,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,22,Right,edge,NA,2,Cyperus_eragrostis,NATIVE COVER,NA
6914b992-7c1f-4e24-8749-5f034b0e909f,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,24,Left,edge,NA,22,Stipa_pulchra,NATIVE COVER,NA
6914b992-7c1f-4e24-8749-5f034b0e909f,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,24,Left,edge,NA,6,Sisyrinchium_bellum,NATIVE COVER,NA
6914b992-7c1f-4e24-8749-5f034b0e909f,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,24,Left,edge,NA,3,Corethrogyne_filaginifolia,NATIVE COVER,NA
605ed697-889e-4ba5-a6ba-9e3c591cac9e,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,26,Right,edge,NA,15,Stipa_pulchra,NATIVE COVER,NA
605ed697-889e-4ba5-a6ba-9e3c591cac9e,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,26,Right,edge,NA,10,Asclepias_fascicularis,NATIVE COVER,NA
605ed697-889e-4ba5-a6ba-9e3c591cac9e,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,26,Right,edge,NA,1,Sisyrinchium_bellum,NATIVE COVER,NA
1843c3c1-50d9-4f28-8806-34e13ee75f64,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,28,Left,edge,NA,12,Stipa_pulchra,NATIVE COVER,NA
1843c3c1-50d9-4f28-8806-34e13ee75f64,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,28,Left,edge,NA,1,Asclepias_fascicularis,NATIVE COVER,NA
1843c3c1-50d9-4f28-8806-34e13ee75f64,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,28,Left,edge,NA,8,Baccharis_pilularis,NATIVE COVER,NA
7a4f1431-4604-4f58-836c-fa6659cd0928,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,30,Right,edge,NA,31,Ambrosia_psilostachya,NATIVE COVER,NA
7a4f1431-4604-4f58-836c-fa6659cd0928,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,30,Right,edge,NA,38,Stipa_pulchra,NATIVE COVER,NA
7a4f1431-4604-4f58-836c-fa6659cd0928,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,30,Right,edge,NA,1,Asclepias_fascicularis,NATIVE COVER,NA
3f623e94-f4e3-49c9-b860-897e7f715dc1,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,32,Left,edge,NA,6,Sisyrinchium_bellum,NATIVE COVER,NA
3f623e94-f4e3-49c9-b860-897e7f715dc1,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,32,Left,edge,NA,11,Stipa_pulchra,NATIVE COVER,NA
3f623e94-f4e3-49c9-b860-897e7f715dc1,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,32,Left,edge,NA,19,Ambrosia_psilostachya,NATIVE COVER,NA
3f623e94-f4e3-49c9-b860-897e7f715dc1,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,32,Left,edge,NA,1,Asclepias_fascicularis,NATIVE COVER,NA
3f623e94-f4e3-49c9-b860-897e7f715dc1,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,32,Left,edge,NA,3,Corethrogyne_filaginifolia,NATIVE COVER,NA
cf1f47be-ae1f-4df5-9611-5c9df84ae039,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,34,Right,edge,NA,10,Stipa_pulchra,NATIVE COVER,NA
cf1f47be-ae1f-4df5-9611-5c9df84ae039,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,34,Right,edge,NA,3,Sisyrinchium_bellum,NATIVE COVER,NA
cf1f47be-ae1f-4df5-9611-5c9df84ae039,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,34,Right,edge,NA,21,Ambrosia_psilostachya,NATIVE COVER,NA
6abf59c0-a4d7-41f0-9907-702f752e1675,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,36,Left,edge,NA,12,Stipa_pulchra,NATIVE COVER,NA
6abf59c0-a4d7-41f0-9907-702f752e1675,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,36,Left,edge,NA,2,Sisyrinchium_bellum,NATIVE COVER,NA
6abf59c0-a4d7-41f0-9907-702f752e1675,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,36,Left,edge,NA,1,Asclepias_fascicularis,NATIVE COVER,NA
906eecd4-85c5-4038-afe7-69ef50efab1f,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,38,Right,edge,NA,29,Stipa_pulchra,NATIVE COVER,NA
906eecd4-85c5-4038-afe7-69ef50efab1f,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,38,Right,edge,NA,1,Asclepias_fascicularis,NATIVE COVER,NA
906eecd4-85c5-4038-afe7-69ef50efab1f,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,38,Right,edge,NA,10,Baccharis_pilularis,NATIVE COVER,NA
72d0974e-0c50-47a5-bcbe-a0dc2d11b982,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,40,Left,edge,NA,5,Stipa_pulchra,NATIVE COVER,NA
72d0974e-0c50-47a5-bcbe-a0dc2d11b982,2026-06-16,2026,"Ethan A, Katelyn V",Upland-01,major,north_parcel,40,40,Left,edge,NA,1,Sisyrinchium_bellum,NATIVE COVER,NA
e4caad42-3a1b-40a0-b91e-bb0d7615e356,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,0,Left,NA,NA,82,Stipa_pulchra,NATIVE COVER,NA
e4caad42-3a1b-40a0-b91e-bb0d7615e356,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,0,Left,NA,NA,32,Baccharis_pilularis,NATIVE COVER,NA
e4caad42-3a1b-40a0-b91e-bb0d7615e356,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,0,Left,NA,NA,13,Elymus_condensatus,NATIVE COVER,NA
1de04921-2eec-4d29-9a4c-c3cffe9243be,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,2,Right,NA,NA,63,Epilobium_canum,NATIVE COVER,NA
1de04921-2eec-4d29-9a4c-c3cffe9243be,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,2,Right,NA,NA,6,Asclepias_fascicularis,NATIVE COVER,NA
1de04921-2eec-4d29-9a4c-c3cffe9243be,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,2,Right,NA,NA,19,Stipa_pulchra,NATIVE COVER,NA
02308784-a7b8-42c6-93aa-806feb6b976b,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,4,Left,NA,NA,22,Stipa_pulchra,NATIVE COVER,NA
02308784-a7b8-42c6-93aa-806feb6b976b,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,4,Left,NA,NA,1,Epilobium_canum,NATIVE COVER,NA
9e10c6e5-7d2d-4d76-adda-a207838596ff,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,6,Right,NA,NA,10,Stipa_pulchra,NATIVE COVER,NA
9e10c6e5-7d2d-4d76-adda-a207838596ff,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,6,Right,NA,NA,4,Sisyrinchium_bellum,NATIVE COVER,NA
2ea1b76e-9213-4872-9393-a91fdf16f84b,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,8,Left,NA,NA,58,Stipa_pulchra,NATIVE COVER,NA
83b9ce49-a424-46c0-93eb-bbefd46abf6e,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,10,Right,NA,NA,29,Stipa_pulchra,NATIVE COVER,NA
578d9fb2-7c5b-42d7-8ff1-8f5fdaeff8d2,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,12,Left,NA,NA,20,Stipa_pulchra,NATIVE COVER,NA
055d0b3b-5d37-43a1-b1e9-65d5c456c30a,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,14,Right,NA,NA,4,Stipa_pulchra,NATIVE COVER,NA
055d0b3b-5d37-43a1-b1e9-65d5c456c30a,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,14,Right,NA,NA,4,Corethrogyne_filaginifolia,NATIVE COVER,NA
26e9b01c-b3ce-4d7d-863c-dd04346933e2,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,16,Left,NA,NA,2,Stipa_pulchra,NATIVE COVER,NA
26e9b01c-b3ce-4d7d-863c-dd04346933e2,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,16,Left,NA,NA,4,Juncus_bufonius,NATIVE COVER,NA
26e9b01c-b3ce-4d7d-863c-dd04346933e2,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,16,Left,NA,NA,1,Deinandra_fasciculata,NATIVE COVER,NA
7a4178a7-22d5-4e95-a263-58310dcc521a,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,18,Right,NA,NA,14,Stipa_pulchra,NATIVE COVER,NA
bf426935-64e3-4cb3-a119-b56b5bb42fa1,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,20,Left,NA,NA,4,Stipa_pulchra,NATIVE COVER,NA
8b29e660-42a4-49f8-bd19-d319846dab9a,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,22,Right,NA,NA,53,Stipa_pulchra,NATIVE COVER,NA
86527192-a77a-4977-bb3d-eb6a8f9a4775,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,24,Left,NA,NA,19,Stipa_pulchra,NATIVE COVER,NA
86527192-a77a-4977-bb3d-eb6a8f9a4775,2026-06-24,2026,Camryn T,Upland-02,NA,north_parcel,36,24,Left,NA,NA,1,Heterotheca_grandiflora,NATIVE COVER,NA
1c76d870-cc96-4687-8be5-6f4fdd5f6b73,2026-06-24,2026,"Carolina Romo, Katelyn Vidal, Camryn T",Upland-02,NA,north_parcel,36,26,Right,NA,NA,48,Stipa_pulchra,NATIVE COVER,NA
1c76d870-cc96-4687-8be5-6f4fdd5f6b73,2026-06-24,2026,"Carolina Romo, Katelyn Vidal, Camryn T",Upland-02,NA,north_parcel,36,26,Right,NA,NA,8,Calystegia_macrostegia_cyclos.,NATIVE COVER,NA
a3009769-b0b6-4495-a24c-e1ae63066808,2026-06-24,2026,"Carolina R, Katelyn V, Camryn T",Upland-02,NA,north_parcel,36,28,Left,NA,NA,15,Stipa_pulchra,NATIVE COVER,NA
a3009769-b0b6-4495-a24c-e1ae63066808,2026-06-24,2026,"Carolina R, Katelyn V, Camryn T",Upland-02,NA,north_parcel,36,28,Left,NA,NA,1,Asclepias_fascicularis,NATIVE COVER,NA
3ef99d1e-c013-47af-903b-61e46f27e825,2026-06-24,2026,"Carolina R, Katelyn V, Camryn T",Upland-02,NA,north_parcel,36,30,Right,NA,NA,1,Heterotheca_grandiflora,NATIVE COVER,NA
3ef99d1e-c013-47af-903b-61e46f27e825,2026-06-24,2026,"Carolina R, Katelyn V, Camryn T",Upland-02,NA,north_parcel,36,30,Right,NA,NA,8,Stipa_pulchra,NATIVE COVER,NA
3ef99d1e-c013-47af-903b-61e46f27e825,2026-06-24,2026,"Carolina R, Katelyn V, Camryn T",Upland-02,NA,north_parcel,36,30,Right,NA,NA,1,Epilobium_brachycarpum,NATIVE COVER,NA
eac86525-66a4-4ab1-8bc5-4590847e2c0c,2026-06-24,2026,"Carolina R, Katelyn V, Camryn T",Upland-02,NA,north_parcel,36,32,Left,NA,NA,1,Stipa_pulchra,NATIVE COVER,NA
d171b726-66af-4449-bbfb-3b1280d7dc31,2026-06-24,2026,"Carolina R, Katelyn V, Camryn T",Upland-02,NA,north_parcel,36,34,Right,NA,NA,11,Stipa_pulchra,NATIVE COVER,NA
d171b726-66af-4449-bbfb-3b1280d7dc31,2026-06-24,2026,"Carolina R, Katelyn V, Camryn T",Upland-02,NA,north_parcel,36,34,Right,NA,NA,9,Distichlis_spicata,NATIVE COVER,NA
b8a06926-c7bf-485c-b01f-c7c958e55cbd,2026-06-24,2026,"Carolina R, Katelyn V",Upland-02,NA,north_parcel,36,36,Left,NA,NA,1,Asclepias_fascicularis,NATIVE COVER,NA
b8a06926-c7bf-485c-b01f-c7c958e55cbd,2026-06-24,2026,"Carolina R, Katelyn V",Upland-02,NA,north_parcel,36,36,Left,NA,NA,1,Distichlis_spicata,NATIVE COVER,NA
8b13dc73-7821-4b0b-91ff-13a5f0c4c832,2026-06-24,2026,Katelyn V,VP-04,major,north_parcel,31,0,Left,edge,NA,8,Distichlis_spicata,NATIVE COVER,Vernal Pool
8b13dc73-7821-4b0b-91ff-13a5f0c4c832,2026-06-24,2026,Katelyn V,VP-04,major,north_parcel,31,0,Left,edge,NA,1,Epilobium_brachycarpum,NATIVE COVER,Vernal Pool
8b13dc73-7821-4b0b-91ff-13a5f0c4c832,2026-06-24,2026,Katelyn V,VP-04,major,north_parcel,31,0,Left,edge,NA,1,Cyperus_eragrostis,NATIVE COVER,Vernal Pool
8b13dc73-7821-4b0b-91ff-13a5f0c4c832,2026-06-24,2026,Katelyn V,VP-04,major,north_parcel,31,0,Left,edge,NA,1,Erigeron_canadensis,NATIVE COVER,Vernal Pool
3761c81d-c884-472d-84cf-1330664f21f0,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,2,Right,edge,NA,2,Eryngium_vaseyi,NATIVE COVER,Vernal Pool
3761c81d-c884-472d-84cf-1330664f21f0,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,2,Right,edge,NA,8,Juncus_patens,NATIVE COVER,Vernal Pool
3761c81d-c884-472d-84cf-1330664f21f0,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,2,Right,edge,NA,1,Epilobium_brachycarpum,NATIVE COVER,Vernal Pool
3761c81d-c884-472d-84cf-1330664f21f0,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,2,Right,edge,NA,1,Distichlis_spicata,NATIVE COVER,Vernal Pool
3761c81d-c884-472d-84cf-1330664f21f0,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,2,Right,edge,NA,40,Juncus_phaeocephalus,NATIVE COVER,Vernal Pool
822d30dc-c62e-48a9-a0a0-795e39d0ff9d,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,4,Left,transition,NA,1,Asclepias_fascicularis,NATIVE COVER,Vernal Pool
822d30dc-c62e-48a9-a0a0-795e39d0ff9d,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,4,Left,transition,NA,14,Distichlis_spicata,NATIVE COVER,Vernal Pool
822d30dc-c62e-48a9-a0a0-795e39d0ff9d,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,4,Left,transition,NA,85,Juncus_phaeocephalus,NATIVE COVER,Vernal Pool
c50c8fed-fffe-4c20-8a8f-17fe291e780b,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,6,Right,bottom,NA,3,Distichlis_spicata,NATIVE COVER,Vernal Pool
c50c8fed-fffe-4c20-8a8f-17fe291e780b,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,6,Right,bottom,NA,95,Juncus_phaeocephalus,NATIVE COVER,Vernal Pool
83489fcf-5afa-480f-94da-25559e10a1c4,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,8,Left,bottom,NA,1,Eryngium_vaseyi,NATIVE COVER,Vernal Pool
83489fcf-5afa-480f-94da-25559e10a1c4,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,8,Left,bottom,NA,90,Juncus_phaeocephalus,NATIVE COVER,Vernal Pool
83489fcf-5afa-480f-94da-25559e10a1c4,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,8,Left,bottom,NA,2,Eleocharis_palustris,NATIVE COVER,Vernal Pool
33f823cb-b08e-44ac-be4e-7ad1effea215,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,10,Right,bottom,NA,3,Eryngium_vaseyi,NATIVE COVER,Vernal Pool
33f823cb-b08e-44ac-be4e-7ad1effea215,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,10,Right,bottom,NA,4,Distichlis_spicata,NATIVE COVER,Vernal Pool
33f823cb-b08e-44ac-be4e-7ad1effea215,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,10,Right,bottom,NA,80,Juncus_phaeocephalus,NATIVE COVER,Vernal Pool
00cfad7b-d0a4-4c2f-b2e6-d85329710672,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,12,Left,transition,NA,10,Eryngium_vaseyi,NATIVE COVER,Vernal Pool
00cfad7b-d0a4-4c2f-b2e6-d85329710672,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,12,Left,transition,NA,2,Distichlis_spicata,NATIVE COVER,Vernal Pool
00cfad7b-d0a4-4c2f-b2e6-d85329710672,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,12,Left,transition,NA,80,Juncus_phaeocephalus,NATIVE COVER,Vernal Pool
00cfad7b-d0a4-4c2f-b2e6-d85329710672,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,12,Left,transition,NA,1,Phalaris_lemmonii,NATIVE COVER,Vernal Pool
2eb4cce8-f8cc-44ed-aa14-f4b8d9b7cced,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,14,Right,transition,NA,2,Eryngium_vaseyi,NATIVE COVER,Vernal Pool
2eb4cce8-f8cc-44ed-aa14-f4b8d9b7cced,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,14,Right,transition,NA,88,Juncus_phaeocephalus,NATIVE COVER,Vernal Pool
2eb4cce8-f8cc-44ed-aa14-f4b8d9b7cced,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,14,Right,transition,NA,2,Distichlis_spicata,NATIVE COVER,Vernal Pool
341e906e-b3c9-4e83-bce7-2a4710cbbff7,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,16,Left,edge,NA,2,Eryngium_vaseyi,NATIVE COVER,Vernal Pool
341e906e-b3c9-4e83-bce7-2a4710cbbff7,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,16,Left,edge,NA,90,Juncus_phaeocephalus,NATIVE COVER,Vernal Pool
341e906e-b3c9-4e83-bce7-2a4710cbbff7,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,16,Left,edge,NA,1,Phalaris_lemmonii,NATIVE COVER,Vernal Pool
1ab71fd8-b733-49d9-b858-8c65d3c8b801,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,18,Right,edge,NA,1,Juncus_phaeocephalus,NATIVE COVER,Vernal Pool
1ab71fd8-b733-49d9-b858-8c65d3c8b801,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,18,Right,edge,NA,1,Juncus_patens,NATIVE COVER,Vernal Pool
1ab71fd8-b733-49d9-b858-8c65d3c8b801,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,18,Right,edge,NA,1,Eryngium_vaseyi,NATIVE COVER,Vernal Pool
9d441c69-1be5-496e-ad78-2e2607a80328,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,20,Left,edge,NA,2,Stipa_pulchra,NATIVE COVER,Vernal Pool
9d441c69-1be5-496e-ad78-2e2607a80328,2026-06-30,2026,"Carolina R, Katelyn V",VP-04,major,north_parcel,32,20,Left,edge,NA,1,Spergularia_marina,NATIVE COVER,Vernal Pool
