species,cover,transect,cover_type
Juncus_patens,1,Phase 1,Native
Juncus_patens,8,Phase 1,Native
Malvella_leprosa,4,Phase 1,Native
Eleocharis_palustris,94,Phase 1,Native
Eleocharis_palustris,92,Phase 1,Native
Malvella_leprosa,6,Phase 1,Native
Frankenia_salina,10,Phase 1,Native
Symphyotrichum_subulatum,55,Phase 1,Native
Malvella_leprosa,3,Phase 1,Native
Eleocharis_palustris,80,Phase 1,Native
Eryngium_vaseyi,1,Phase 1,Native
Eleocharis_palustris,85,Phase 1,Native
Symphyotrichum_subulatum,20,Phase 1,Native
Malvella_leprosa,8,Phase 1,Native
Eryngium_vaseyi,1,Phase 1,Native
Eryngium_vaseyi,2,Phase 1,Native
Symphyotrichum_subulatum,53,Phase 1,Native
Eleocharis_palustris,65,Phase 1,Native
Malvella_leprosa,2,Phase 1,Native
Symphyotrichum_subulatum,65,Phase 1,Native
Eleocharis_palustris,48,Phase 1,Native
Malvella_leprosa,3,Phase 1,Native
Eryngium_vaseyi,2,Phase 1,Native
Eryngium_vaseyi,41,Phase 1,Native
Symphyotrichum_subulatum,59,Phase 1,Native
Eleocharis_palustris,25,Phase 1,Native
Malvella_leprosa,1,Phase 1,Native
Eryngium_vaseyi,100,Phase 1,Native
Symphyotrichum_subulatum,3,Phase 1,Native
Eleocharis_palustris,10,Phase 1,Native
Cyperus_eragrostis,1,Phase 1,Native
Eleocharis_acicularis,25,Phase 1,Native
Eryngium_vaseyi,7,Phase 1,Native
Eleocharis_palustris,8,Phase 1,Native
Malvella_leprosa,1,Phase 1,Native
Juncus_patens,1,Phase 1,Native
Schoenoplectus_californicus,1,Phase 1,Native
Stipa_pulchra,6,Phase 1,Native
Eleocharis_palustris,80,VP-16,Native
Eryngium_vaseyi,2,VP-16,Native
Schoenoplectus_americanus,1,VP-16,Native
Typha_sp.,2,VP-14,Native
Eleocharis_montivedensis,2,VP-16,Native
Eleocharis_palustris,64,VP-16,Native
Schoenoplectus_americanus,2,VP-16,Native
Juncus_phaeocephalus,1,VP-16,Native
Eleocharis_palustris,58,VP-16,Native
Eryngium_vaseyi,1,VP-16,Native
Typha_sp.,6,VP-16,Native
Eleocharis_montivedensis,1,VP-16,Native
Eleocharis_palustris,30,VP-16,Native
Juncus_phaeocephalus,1,VP-16,Native
Eleocharis_palustris,25,VP-16,Native
Juncus_phaeocephalus,1,VP-16,Native
Eleocharis_palustris,77,VP-16,Native
Bolboschoenus_maritimus,11,VP-16,Native
Eleocharis_palustris,52,VP-16,Native
Bolboschoenus_maritimus,32,VP-16,Native
Distichlis_spicata,97,VP-16,Native
Asclepias_fascicularis,1,VP-16,Native
Cyperus_eragrostis,4,VP-16,Native
Distichlis_spicata,18,VP-16,Native
Eleocharis_palustris,1,VP-16,Native
Bolboschoenus_maritimus,1,VP-16,Native
Sisyrinchium_bellum,1,Bioswale-1,Native
Typha_sp.,3,VP-16,Native
Stipa_pulchra,47,Bioswale-1,Native
Distichlis_spicata,2,Bioswale-1,Native
Stipa_pulchra,10,Bioswale-1,Native
Sisyrinchium_bellum,1,Bioswale-1,Native
Bromus_hordeaceus,6,Upland-1,Exotic
Festuca_perennis,8,Upland-1,Exotic
Helminthotheca_echioides,1,Upland-1,Exotic
Lactuca_serriola,1,Upland-1,Exotic
Centaurea_melitensis,3,Upland-1,Exotic
Sonchus_sp,1,Upland-1,Exotic
Vicia_villosa,2,Upland-1,Exotic
Geranium_dissectum,1,Upland-1,Exotic
Medicago_polymorpha,1,Upland-1,Exotic
Sonchus_sp,1,Upland-1,Exotic
Trifolium_repens,65,Upland-1,Exotic
Erigeron_bonariensis,1,Upland-1,Exotic
Ceratonia_siliqua,2,Upland-1,Exotic
Festuca_perennis,4,Upland-1,Exotic
Bromus_hordeaceus,20,Upland-1,Exotic
Festuca_perennis,11,Upland-1,Exotic
Medicago_polymorpha,2,Upland-1,Exotic
Lysimachia_arvensis,1,Upland-1,Exotic
Festuca_perennis,3,Upland-1,Exotic
Bromus_hordeaceus,2,Upland-1,Exotic
Lysimachia_arvensis,1,Upland-1,Exotic
Centaurium_tenuiflorum,1,Upland-1,Exotic
Logfia_gallica,1,Upland-1,Exotic
Convolvulus_arvensis,1,Upland-1,Exotic
Sonchus_oleraceus,1,Upland-1,Exotic
Festuca_perennis,11,Upland-1,Exotic
Bromus_hordeaceus,6,Upland-1,Exotic
Trifolium_repens,6,Upland-1,Exotic
Medicago_polymorpha,2,Upland-1,Exotic
Helminthotheca_echioides,1,Upland-1,Exotic
Festuca_perennis,2,Upland-1,Exotic
Bromus_hordeaceus,2,Upland-1,Exotic
Medicago_polymorpha,3,Upland-1,Exotic
Helminthotheca_echioides,1,Upland-1,Exotic
Medicago_lupulina,24,Upland-1,Exotic
Festuca_perennis,1,Upland-1,Exotic
Brachypodium_distachyon,1,Upland-1,Exotic
Spergularia_sp,1,Upland-1,Exotic
Medicago_polymorpha,6,Upland-1,Exotic
Plantago_lanceolata,1,Upland-1,Exotic
Helminthotheca_echioides,1,Upland-1,Exotic
Festuca_perennis,1,Upland-1,Exotic
Helminthotheca_echioides,1,Upland-1,Exotic
Vicia_sativa,1,Upland-1,Exotic
Medicago_polymorpha,3,Upland-1,Exotic
Festuca_perennis,5,Upland-1,Exotic
Bromus_diandrus,6,Upland-1,Exotic
Medicago_polymorpha,2,Upland-1,Exotic
Helminthotheca_echioides,1,Upland-1,Exotic
Bromus_hordeaceus,1,Upland-1,Exotic
Festuca_perennis,3,Upland-1,Exotic
Bromus_hordeaceus,3,Upland-1,Exotic
Bromus_diandrus,1,Upland-1,Exotic
Medicago_polymorpha,1,Upland-1,Exotic
Festuca_perennis,45,Upland-1,Exotic
Bromus_diandrus,1,Upland-1,Exotic
Bromus_hordeaceus,1,Upland-1,Exotic
Geranium_dissectum,22,Upland-1,Exotic
Medicago_polymorpha,3,Upland-1,Exotic
Vicia_sativa,2,Upland-1,Exotic
Festuca_perennis,3,Upland-1,Exotic
Plantago_lanceolata,1,Upland-1,Exotic
Geranium_dissectum,2,Upland-1,Exotic
Festuca_perennis,21,Upland-1,Exotic
Bromus_hordeaceus,5,Upland-1,Exotic
Bromus_diandrus,1,Upland-1,Exotic
Geranium_dissectum,10,Upland-1,Exotic
Sonchus_asper,1,Upland-1,Exotic
Medicago_polymorpha,33,Upland-1,Exotic
Festuca_perennis,4,Upland-1,Exotic
Medicago_polymorpha,8,Upland-1,Exotic
Vicia_sativa,1,Upland-1,Exotic
Festuca_perennis,7,Upland-1,Exotic
Bromus_diandrus,4,Upland-1,Exotic
Bromus_hordeaceus,3,Upland-1,Exotic
Geranium_dissectum,1,Upland-1,Exotic
Festuca_perennis,7,Upland-1,Exotic
Bromus_diandrus,1,Upland-1,Exotic
Bromus_hordeaceus,1,Upland-1,Exotic
Trifolium_repens,2,Upland-1,Exotic
Medicago_polymorpha,5,Upland-1,Exotic
Geranium_dissectum,2,Upland-1,Exotic
Festuca_perennis,4,Upland-1,Exotic
Helminthotheca_echioides,2,Upland-1,Exotic
Geranium_dissectum,9,Upland-1,Exotic
Medicago_polymorpha,3,Upland-1,Exotic
Festuca_perennis,3,Upland-1,Exotic
Bromus_diandrus,1,Upland-1,Exotic
Medicago_polymorpha,1,Upland-1,Exotic
Lysimachia_arvensis,1,Upland-1,Exotic
Pseudognaphalium_luteoalbum,1,Upland-1,Exotic
Trifolium_hirtum,1,Upland-1,Exotic
Bromus_diandrus,4,Upland-1,Exotic
Bromus_hordeaceus,24,Upland-1,Exotic
Festuca_perennis,1,Upland-1,Exotic
Vicia_sativa,5,Upland-1,Exotic
Geranium_dissectum,1,Upland-1,Exotic
Medicago_polymorpha,1,Upland-1,Exotic
Trifolium_hirtum,1,Upland-1,Exotic
Festuca_perennis,6,Upland-1,Exotic
Bromus_hordeaceus,30,Upland-1,Exotic
Bromus_diandrus,2,Upland-1,Exotic
Helminthotheca_echioides,1,Upland-1,Exotic
Festuca_myuros,9,Upland-2,Exotic
Bromus_hordeaceus,1,Upland-2,Exotic
Festuca_perennis,1,Upland-2,Exotic
Festuca_bromoides,10,Upland-2,Exotic
Festuca_myuros,11,Upland-2,Exotic
Medicago_polymorpha,1,Upland-2,Exotic
Bromus_hordeaceus,2,Upland-2,Exotic
Vicia_sativa,1,Upland-2,Exotic
Spergularia_sp,2,Upland-2,Exotic
Hypochaeris_glabra,1,Upland-2,Exotic
Vicia_sativa,2,Upland-2,Exotic
Helminthotheca_echioides,1,Upland-2,Exotic
Bromus_hordeaceus,15,Upland-2,Exotic
Festuca_perennis,5,Upland-2,Exotic
Festuca_bromoides,1,Upland-2,Exotic
Hypochaeris_glabra,2,Upland-2,Exotic
Helminthotheca_echioides,1,Upland-2,Exotic
Festuca_perennis,2,Upland-2,Exotic
Bromus_hordeaceus,9,Upland-2,Exotic
Bromus_diandrus,1,Upland-2,Exotic
Festuca_bromoides,1,Upland-2,Exotic
Avena_fatua,1,Upland-2,Exotic
Bromus_hordeaceus,3,Upland-2,Exotic
Bromus_diandrus,7,Upland-2,Exotic
Festuca_perennis,6,Upland-2,Exotic
Avena_fatua,2,Upland-2,Exotic
Festuca_bromoides,1,Upland-2,Exotic
Vicia_sativa,3,Upland-2,Exotic
Hypochaeris_glabra,1,Upland-2,Exotic
Bromus_diandrus,27,Upland-2,Exotic
Bromus_hordeaceus,4,Upland-2,Exotic
Avena_barbata,3,Upland-2,Exotic
Festuca_perennis,2,Upland-2,Exotic
Festuca_bromoides,10,Upland-2,Exotic
Vicia_sativa,1,Upland-2,Exotic
Hypochaeris_glabra,2,Upland-2,Exotic
Avena_fatua,1,Upland-2,Exotic
Helminthotheca_echioides,1,Upland-2,Exotic
Hypochaeris_glabra,1,Upland-2,Exotic
Avena_barbata,1,Upland-2,Exotic
Avena_fatua,3,Upland-2,Exotic
Festuca_perennis,13,Upland-2,Exotic
Bromus_diandrus,1,Upland-2,Exotic
Bromus_hordeaceus,1,Upland-2,Exotic
Helminthotheca_echioides,1,Upland-2,Exotic
Plantago_lanceolata,2,Upland-2,Exotic
Hypochaeris_glabra,18,Upland-2,Exotic
Sonchus_asper,1,Upland-2,Exotic
Bromus_diandrus,2,Upland-2,Exotic
Bromus_hordeaceus,13,Upland-2,Exotic
Avena_fatua,9,Upland-2,Exotic
Festuca_perennis,3,Upland-2,Exotic
Festuca_myuros,2,Upland-2,Exotic
Medicago_polymorpha,2,Upland-2,Exotic
Erodium_botrys,1,Upland-2,Exotic
Hypochaeris_glabra,17,Upland-2,Exotic
Helminthotheca_echioides,1,Upland-2,Exotic
Festuca_perennis,4,Upland-2,Exotic
Bromus_hordeaceus,7,Upland-2,Exotic
Festuca_myuros,1,Upland-2,Exotic
Avena_fatua,1,Upland-2,Exotic
Bromus_diandrus,5,Upland-2,Exotic
Avena_fatua,6,Upland-2,Exotic
Festuca_perennis,4,Upland-2,Exotic
Bromus_hordeaceus,1,Upland-2,Exotic
Hypochaeris_glabra,2,Upland-2,Exotic
Medicago_polymorpha,8,Upland-2,Exotic
Festuca_perennis,4,Upland-2,Exotic
Avena_fatua,1,Upland-2,Exotic
Bromus_hordeaceus,1,Upland-2,Exotic
Avena_barbata,4,Upland-2,Exotic
Avena_fatua,1,Upland-2,Exotic
Festuca_perennis,2,Upland-2,Exotic
Bromus_diandrus,4,Upland-2,Exotic
Medicago_polymorpha,4,Upland-2,Exotic
Avena_barbata,3,Upland-2,Exotic
Bromus_diandrus,5,Upland-2,Exotic
Bromus_hordeaceus,1,Upland-2,Exotic
Centaurium_tenuiflorum,1,Upland-2,Exotic
Medicago_polymorpha,7,Upland-2,Exotic
Helminthotheca_echioides,1,Upland-2,Exotic
Avena_fatua,2,Upland-2,Exotic
Bromus_diandrus,5,Upland-2,Exotic
Helminthotheca_echioides,1,Upland-2,Exotic
Bromus_hordeaceus,1,Upland-2,Exotic
Avena_barbata,1,Upland-2,Exotic
Medicago_polymorpha,2,Upland-2,Exotic
Helminthotheca_echioides,2,Upland-2,Exotic
Lactuca_serriola,1,Upland-2,Exotic
Avena_fatua,2,Upland-2,Exotic
Avena_barbata,6,Upland-2,Exotic
Medicago_polymorpha,7,Upland-2,Exotic
Hypochaeris_glabra,3,Upland-2,Exotic
Bromus_diandrus,1,Upland-2,Exotic
Festuca_myuros,1,Upland-2,Exotic
Plantago_lanceolata,1,Upland-2,Exotic
Helminthotheca_echioides,1,Upland-2,Exotic
Festuca_perennis,8,Upland-2,Exotic
Bromus_hordeaceus,22,Upland-2,Exotic
Melilotus_albus,1,Upland-2,Exotic
Avena_fatua,1,Upland-2,Exotic
Festuca_myuros,1,Upland-2,Exotic
Avena_barbata,1,Upland-2,Exotic
Plantago_lanceolata,1,Upland-2,Exotic
Helminthotheca_echioides,3,Upland-2,Exotic
Lactuca_serriola,1,Upland-2,Exotic
Avena_fatua,1,Upland-2,Exotic
Bromus_hordeaceus,38,Upland-2,Exotic
Festuca_perennis,6,Upland-2,Exotic
Festuca_myuros,1,Upland-2,Exotic
Medicago_polymorpha,2,Upland-2,Exotic
Bromus_diandrus,2,Upland-2,Exotic
Bromus_diandrus,9,Upland-2,Exotic
Avena_barbata,3,Upland-2,Exotic
Festuca_perennis,15,Upland-2,Exotic
Avena_fatua,1,Upland-2,Exotic
Plantago_lanceolata,1,Upland-2,Exotic
Bromus_hordeaceus,7,Upland-2,Exotic
Plantago_lanceolata,4,Upland-2,Exotic
Avena_barbata,5,Upland-2,Exotic
Helminthotheca_echioides,3,Upland-2,Exotic
Bromus_hordeaceus,3,Upland-2,Exotic
Bromus_hordeaceus,32,VP-04,Exotic
Helminthotheca_echioides,2,VP-04,Exotic
Festuca_myuros,10,VP-04,Exotic
Centaurium_tenuiflorum,1,VP-04,Exotic
Sonchus_asper,1,VP-04,Exotic
Lythrum_hyssopifolia,1,VP-04,Exotic
Festuca_perennis,15,VP-04,Exotic
Polypogon_monspeliensis,30,VP-04,Exotic
Bromus_hordeaceus,1,VP-04,Exotic
Polypogon_monspeliensis,1,VP-04,Exotic
Polypogon_monspeliensis,1,VP-04,Exotic
Polypogon_monspeliensis,1,VP-04,Exotic
Polypogon_monspeliensis,1,VP-04,Exotic
Polypogon_monspeliensis,3,VP-04,Exotic
Festuca_perennis,5,VP-04,Exotic
Lythrum_hyssopifolia,1,VP-04,Exotic
Polypogon_monspeliensis,2,VP-04,Exotic
Festuca_perennis,5,VP-04,Exotic
Bromus_hordeaceus,4,VP-04,Exotic
Polypogon_monspeliensis,22,VP-04,Exotic
Festuca_perennis,6,VP-04,Exotic
Bromus_hordeaceus,50,VP-04,Exotic
Festuca_myuros,1,VP-04,Exotic
Helminthotheca_echioides,1,VP-04,Exotic
Lythrum_hyssopifolia,1,VP-04,Exotic
Medicago_polymorpha,3,VP-04,Exotic
Bromus_hordeaceus,55,VP-04,Exotic
Helminthotheca_echioides,1,VP-04,Exotic
Festuca_perennis,1,VP-04,Exotic
Festuca_myuros,1,VP-04,Exotic
Festuca_bromoides,1,VP-04,Exotic
Polypogon_monspeliensis,20,VP-08,Exotic
Hordeum_marinum,2,VP-08,Exotic
Geranium_dissectum,1,VP-08,Exotic
Lythrum_hyssopifolia,3,VP-08,Exotic
Lysimachia_arvensis,1,VP-08,Exotic
Rumex_crispus,1,VP-08,Exotic
Polypogon_monspeliensis,1,VP-08,Exotic
Polypogon_viridis,5,VP-08,Exotic
Sonchus_oleraceus,1,VP-08,Exotic
Rumex_crispus,1,VP-08,Exotic
Polypogon_monspeliensis,1,VP-08,Exotic
Polypogon_monspeliensis,1,VP-08,Exotic
Polypogon_monspeliensis,1,VP-08,Exotic
Sonchus_asper,2,VP-08,Exotic
Sonchus_asper,1,VP-08,Exotic
Polypogon_monspeliensis,1,VP-08,Exotic
Lysimachia_arvensis,3,VP-08,Exotic
Plantago_lanceolata,1,VP-08,Exotic
Lythrum_hyssopifolia,1,VP-08,Exotic
Hordeum_marinum,1,VP-08,Exotic
Polypogon_monspeliensis,1,VP-08,Exotic
Festuca_perennis,1,VP-08,Exotic
Helminthotheca_echioides,12,VP-04,Exotic
Lactuca_serriola,1,VP-04,Exotic
Hypochaeris_glabra,2,VP-04,Exotic
Geranium_dissectum,1,VP-04,Exotic
Festuca_perennis,4,VP-04,Exotic
Bromus_hordeaceus,20,VP-04,Exotic
Polypogon_monspeliensis,1,VP-04,Exotic
Festuca_myuros,35,VP-04,Exotic
Festuca_bromoides,35,VP-04,Exotic
Helminthotheca_echioides,4,VP-04,Exotic
Bromus_hordeaceus,15,VP-04,Exotic
Sonchus_oleraceus,1,VP-04,Exotic
Hypochaeris_glabra,4,VP-04,Exotic
Festuca_bromoides,35,VP-04,Exotic
Festuca_myuros,35,VP-04,Exotic
Festuca_perennis,7,VP-04,Exotic
Bromus_diandrus,1,VP-04,Exotic
Avena_fatua,1,VP-04,Exotic
Medicago_polymorpha,45,VP-04,Exotic
Hypochaeris_glabra,2,VP-04,Exotic
Helminthotheca_echioides,3,VP-04,Exotic
Avena_fatua,2,VP-04,Exotic
Bromus_diandrus,1,VP-04,Exotic
Festuca_perennis,3,VP-04,Exotic
Geranium_dissectum,2,VP-04,Exotic
Helminthotheca_echioides,1,VP-04,Exotic
Avena_fatua,1,VP-04,Exotic
Bromus_hordeaceus,2,VP-04,Exotic
Festuca_perennis,8,VP-04,Exotic
Medicago_polymorpha,33,VP-04,Exotic
Hypochaeris_glabra,2,VP-04,Exotic
Polypogon_monspeliensis,1,VP-04,Exotic
Festuca_bromoides,5,VP-04,Exotic
Helminthotheca_echioides,3,VP-04,Exotic
Lactuca_serriola,1,VP-04,Exotic
Hypochaeris_glabra,2,VP-04,Exotic
Lactuca_saligna,1,VP-04,Exotic
Geranium_dissectum,1,VP-04,Exotic
Avena_fatua,4,VP-04,Exotic
Festuca_perennis,1,VP-04,Exotic
Bromus_diandrus,1,VP-04,Exotic
Festuca_myuros,1,VP-04,Exotic
Helminthotheca_echioides,1,VP-04,Exotic
Festuca_bromoides,1,VP-04,Exotic
Festuca_perennis,3,VP-04,Exotic
Avena_fatua,1,VP-04,Exotic
Geranium_dissectum,1,VP-04,Exotic
Bromus_diandrus,3,VP-04,Exotic
Helminthotheca_echioides,1,VP-06,Exotic
Lythrum_hyssopifolia,1,VP-06,Exotic
Sonchus_oleraceus,1,VP-06,Exotic
Festuca_perennis,20,VP-06,Exotic
Helminthotheca_echioides,3,VP-06,Exotic
Vicia_sativa,1,VP-06,Exotic
Bromus_hordeaceus,10,VP-06,Exotic
Medicago_polymorpha,1,VP-06,Exotic
Polypogon_monspeliensis,1,VP-06,Exotic
Centaurium_tenuiflorum,1,VP-06,Exotic
Helminthotheca_echioides,5,VP-06,Exotic
Festuca_perennis,55,VP-06,Exotic
Sonchus_oleraceus,1,VP-06,Exotic
Medicago_polymorpha,4,VP-06,Exotic
Medicago_polymorpha,48,VP-09,Exotic
Helminthotheca_echioides,1,VP-09,Exotic
Festuca_perennis,8,VP-09,Exotic
Plantago_lanceolata,1,VP-09,Exotic
Lythrum_hyssopifolia,1,VP-09,Exotic
Centaurium_tenuiflorum,1,VP-09,Exotic
Polypogon_monspeliensis,1,VP-09,Exotic
Bromus_hordeaceus,1,VP-09,Exotic
Polypogon_monspeliensis,1,VP-09,Exotic
Polypogon_monspeliensis,8,VP-09,Exotic
Plantago_lanceolata,1,VP-09,Exotic
Polypogon_monspeliensis,10,VP-09,Exotic
Festuca_perennis,18,VP-09,Exotic
Lythrum_hyssopifolia,1,VP-09,Exotic
Bromus_hordeaceus,3,VP-09,Exotic
Helminthotheca_echioides,1,VP-09,Exotic
Plantago_lanceolata,5,VP-09,Exotic
Trifolium_hirtum,6,VP-09,Exotic
Vicia_sativa,6,VP-09,Exotic
Medicago_polymorpha,4,VP-09,Exotic
Festuca_perennis,36,VP-09,Exotic
Bromus_hordeaceus,42,VP-09,Exotic
Helminthotheca_echioides,3,VP-03,Exotic
Medicago_polymorpha,2,VP-03,Exotic
Bromus_hordeaceus,18,VP-03,Exotic
Festuca_perennis,5,VP-03,Exotic
Brachypodium_distachyon,2,VP-03,Exotic
Festuca_bromoides,4,VP-03,Exotic
Polypogon_monspeliensis,1,VP-03,Exotic
Lythrum_hyssopifolia,1,VP-03,Exotic
Geranium_dissectum,1,VP-03,Exotic
Festuca_myuros,3,VP-03,Exotic
Polypogon_monspeliensis,9,VP-03,Exotic
Festuca_perennis,1,VP-03,Exotic
Lythrum_hyssopifolia,12,VP-03,Exotic
Lythrum_hyssopifolia,3,VP-03,Exotic
Plantago_coronopus,1,VP-03,Exotic
Plantago_coronopus,30,VP-03,Exotic
Medicago_polymorpha,58,VP-03,Exotic
Melilotus_indicus,3,VP-03,Exotic
Helminthotheca_echioides,1,VP-03,Exotic
Geranium_dissectum,1,VP-03,Exotic
Bromus_hordeaceus,10,VP-03,Exotic
Hypochaeris_glabra,1,VP-03,Exotic
Festuca_myuros,21,VP-03,Exotic
Polypogon_monspeliensis,1,VP-03,Exotic
Bromus_diandrus,1,VP-03,Exotic
Festuca_bromoides,20,VP-03,Exotic
Avena_fatua,3,Wetland-3,Exotic
Bromus_diandrus,4,Wetland-3,Exotic
Festuca_perennis,3,Wetland-3,Exotic
Bromus_hordeaceus,1,Wetland-3,Exotic
Vicia_sativa,16,Wetland-3,Exotic
Vicia_sativa,28,Wetland-3,Exotic
Festuca_perennis,3,Wetland-3,Exotic
Bromus_hordeaceus,6,Wetland-3,Exotic
Brachypodium_distachyon,1,Wetland-3,Exotic
Bromus_diandrus,1,Wetland-3,Exotic
Medicago_polymorpha,2,Wetland-3,Exotic
Lythrum_hyssopifolia,7,Wetland-3,Exotic
Geranium_dissectum,9,Wetland-3,Exotic
Medicago_polymorpha,1,Wetland-3,Exotic
Helminthotheca_echioides,2,Wetland-3,Exotic
Bromus_hordeaceus,4,Wetland-3,Exotic
Polypogon_monspeliensis,10,Wetland-3,Exotic
Festuca_bromoides,1,Wetland-3,Exotic
Sonchus_sp,1,VP-07,Exotic
Polypogon_monspeliensis,1,VP-07,Exotic
Polypogon_monspeliensis,3,VP-07,Exotic
Polypogon_monspeliensis,6,VP-07,Exotic
Plantago_lanceolata,7,VP-07,Exotic
Vicia_sativa,3,VP-07,Exotic
Lythrum_hyssopifolia,1,VP-07,Exotic
Polypogon_monspeliensis,10,VP-07,Exotic
Festuca_perennis,4,VP-07,Exotic
Bromus_hordeaceus,1,VP-07,Exotic
Plantago_coronopus,1,VP-07,Exotic
Festuca_perennis,3,VP-07,Exotic
Bromus_hordeaceus,1,VP-07,Exotic
Bromus_hordeaceus,17,VP-06,Exotic
Lythrum_hyssopifolia,1,VP-06,Exotic
Plantago_lanceolata,1,VP-06,Exotic
Centaurium_tenuiflorum,1,VP-06,Exotic
Bromus_diandrus,1,VP-06,Exotic
Medicago_polymorpha,8,VP-06,Exotic
Spergularia_sp,1,VP-06,Exotic
Euphorbia_serpens,1,VP-06,Exotic
Festuca_perennis,1,VP-06,Exotic
Festuca_myuros,1,VP-06,Exotic
Helminthotheca_echioides,2,VP-06,Exotic
Vicia_sativa,6,VP-06,Exotic
Geranium_dissectum,2,VP-06,Exotic
Polypogon_monspeliensis,7,VP-06,Exotic
Lythrum_hyssopifolia,1,VP-06,Exotic
Festuca_perennis,1,VP-06,Exotic
Geranium_dissectum,2,VP-06,Exotic
Polypogon_monspeliensis,5,VP-06,Exotic
Helminthotheca_echioides,1,VP-06,Exotic
Centaurium_tenuiflorum,1,VP-06,Exotic
Lythrum_hyssopifolia,1,VP-06,Exotic
Polypogon_monspeliensis,1,VP-06,Exotic
Polypogon_monspeliensis,60,VP-06,Exotic
Lysimachia_arvensis,5,VP-06,Exotic
Centaurium_tenuiflorum,3,VP-06,Exotic
Polypogon_monspeliensis,5,VP-06,Exotic
Lysimachia_arvensis,5,VP-06,Exotic
Centaurium_tenuiflorum,4,VP-06,Exotic
Lythrum_hyssopifolia,1,VP-06,Exotic
Lythrum_hyssopifolia,3,Wetland-3,Exotic
Polypogon_monspeliensis,2,Wetland-3,Exotic
Lythrum_hyssopifolia,8,Wetland-3,Exotic
Polypogon_monspeliensis,1,Wetland-3,Exotic
Centaurium_tenuiflorum,1,Wetland-3,Exotic
Polypogon_monspeliensis,1,Wetland-3,Exotic
Centaurium_tenuiflorum,1,Wetland-3,Exotic
Helminthotheca_echioides,1,Wetland-3,Exotic
Festuca_bromoides,2,Wetland-3,Exotic
Lysimachia_arvensis,2,Wetland-3,Exotic
Bromus_hordeaceus,30,Wetland-3,Exotic
Helminthotheca_echioides,5,Wetland-3,Exotic
Geranium_dissectum,1,Wetland-3,Exotic
Helminthotheca_echioides,4,Wetland-3,Exotic
Alisma_lanceolatum,2,VP-14,Exotic
Euphorbia_serpens,1,VP-14,Exotic
Alisma_lanceolatum,2,VP-14,Exotic
Euphorbia_serpens,4,VP-14,Exotic
Euphorbia_serpens,1,VP-14,Exotic
Lythrum_hyssopifolia,1,VP-14,Exotic
Euphorbia_serpens,1,VP-14,Exotic
Helminthotheca_echioides,1,VP-14,Exotic
Euphorbia_serpens,1,VP-14,Exotic
Alisma_lanceolatum,1,VP-14,Exotic
Euphorbia_serpens,1,VP-14,Exotic
Alisma_lanceolatum,1,VP-14,Exotic
Helminthotheca_echioides,27,VP-14,Exotic
Bromus_hordeaceus,28,VP-14,Exotic
Polypogon_monspeliensis,4,VP-14,Exotic
Festuca_perennis,1,VP-14,Exotic
Festuca_bromoides,2,VP-14,Exotic
Festuca_myuros,2,VP-14,Exotic
Geranium_dissectum,2,VP-14,Exotic
Geranium_dissectum,3,VP-16,Exotic
Bromus_hordeaceus,6,VP-16,Exotic
Festuca_perennis,8,VP-16,Exotic
Festuca_perennis,1,VP-16,Exotic
Sonchus_asper,1,VP-16,Exotic
Bromus_diandrus,2,Bioswale-1,Exotic
Helminthotheca_echioides,1,Bioswale-1,Exotic
Avena_fatua,3,Bioswale-1,Exotic
Medicago_polymorpha,7,Bioswale-1,Exotic
Festuca_perennis,25,Bioswale-1,Exotic
Geranium_dissectum,1,Bioswale-1,Exotic
Avena_barbata,8,Bioswale-1,Exotic
Festuca_perennis,3,Wetland-4,Exotic
Bromus_hordeaceus,5,Wetland-4,Exotic
Bromus_hordeaceus,5,Wetland-4,Exotic
Polypogon_monspeliensis,1,Wetland-4,Exotic
Bromus_diandrus,1,Wetland-4,Exotic
Helminthotheca_echioides,11,Wetland-4,Exotic
Lactuca_serriola,1,Wetland-4,Exotic
Lysimachia_arvensis,3,Wetland-4,Exotic
Medicago_polymorpha,3,Wetland-4,Exotic
Bromus_hordeaceus,2,Wetland-4,Exotic
Festuca_myuros,80,Wetland-4,Exotic
Bromus_madritensis,4,Wetland-4,Exotic
Sonchus_asper,1,Wetland-4,Exotic
Helminthotheca_echioides,8,Wetland-4,Exotic
Geranium_dissectum,2,Wetland-4,Exotic
Centaurium_tenuiflorum,1,Wetland-4,Exotic
Lysimachia_arvensis,1,Wetland-4,Exotic
Polypogon_monspeliensis,5,Wetland-4,Exotic
Festuca_myuros,10,Wetland-4,Exotic
Sonchus_asper,1,Wetland-4,Exotic
Centaurium_tenuiflorum,1,Wetland-4,Exotic
Helminthotheca_echioides,2,Wetland-4,Exotic
Centaurium_tenuiflorum,13,Wetland-4,Exotic
Polypogon_monspeliensis,7,Wetland-4,Exotic
Bromus_madritensis,1,Wetland-4,Exotic
Bromus_hordeaceus,6,Wetland-4,Exotic
Festuca_bromoides,3,Wetland-4,Exotic
Polypogon_monspeliensis,8,Wetland-4,Exotic
Centaurium_tenuiflorum,3,Wetland-4,Exotic
Lysimachia_arvensis,2,Wetland-4,Exotic
Centaurium_tenuiflorum,2,Wetland-4,Exotic
Festuca_myuros,5,Wetland-4,Exotic
Polypogon_monspeliensis,1,Wetland-4,Exotic
Bromus_hordeaceus,40,Wetland-4,Exotic
