Species,Cover,Transect,Cover Type,Year
Lythrum_hyssopifolia,1,Wet1,Exotic,2021
Bromus_hordeaceus,25,Wet1,Exotic,2021
Bromus_diandrus,1,Wet1,Exotic,2021
Festuca_perennis,4,Wet1,Exotic,2021
Medicago_polymorpha,1,Wet1,Exotic,2021
Festuca_myuros,4,Wet1,Exotic,2021
Polypogon_monspeliensis,50,Wet1,Exotic,2021
Polypogon_monspeliensis,20,Wet1,Exotic,2021
Lythrum_hyssopifolia,2,Wet1,Exotic,2021
Polypogon_monspeliensis,13,Wet1,Exotic,2021
Lythrum_hyssopifolia,1,Wet1,Exotic,2021
,0,Wet1,Exotic,2021
Medicago_lupulina,1,Wet1,Exotic,2021
Polypogon_monspeliensis,7,Wet1,Exotic,2021
Lythrum_hyssopifolia,3,Wet1,Exotic,2021
Plantago_lanceolata,2,Wet1,Exotic,2021
Sonchus_sp,1,Wet1,Exotic,2021
Bromus_hordeaceus,1,Wet1,Exotic,2021
Eryngium_vaseyi,10,Wet1,Native,2021
Eleocharis_macrostachya,25,Wet1,Native,2021
Juncus_phaeocephalus,2,Wet1,Native,2021
Distichlis_spicata,3,Wet1,Native,2021
Psilocarphus_brevissimus,3,Wet1,Native,2021
Lysimachia_minima,1,Wet1,Native,2021
Juncus_phaeocephalus,80,Wet1,Native,2021
Distichlis_spicata,2,Wet1,Native,2021
Distichlis_spicata,9,Wet1,Native,2021
Frankenia_salina,5,Wet1,Native,2021
Juncus_phaeocephalus,33,Wet1,Native,2021
Eleocharis_macrostachya,15,Wet1,Native,2021
Distichlis_spicata,3,Wet1,Native,2021
Eryngium_vaseyi,1,Wet1,Native,2021
Psilocarphus_brevissimus,2,Wet1,Native,2021
Cyperus_eragrostis,1,Wet1,Native,2021
Juncus_phaeocephalus,67,Wet1,Native,2021
Eleocharis_macrostachya,2,Wet1,Native,2021
Juncus_patens,16,Wet1,Native,2021
Eleocharis_macrostachya,5,Wet1,Native,2021
Juncus_bufonius,1,Wet1,Native,2021
Eryngium_vaseyi,1,Wet1,Native,2021
Psilocarphus_brevissimus,1,Wet1,Native,2021
Cyperus_eragrostis,1,Wet1,Native,2021
Lysimachia_minima,2,Wet1,Native,2021
Juncus_patens,27,Wet1,Native,2021
Juncus_phaeocephalus,5,Wet1,Native,2021
Rumex salicifolius,1,Wet1,Native,2021
lupinus microcarpus,1,Wet1,Native,2021
Asclepias_fascicularis,1,Wet1,Native,2021
Eryngium_vaseyi,1,Wet1,Native,2021
Juncus_bufonius,1,Wet1,Native,2021
Distichlis_spicata,1,Wet1,Native,2021
Epilobium_brachycarpum,1,Wet1,Native,2021
Eleocharis_macrostachya,40,Wet1,Native,2021
Cyperus_eragrostis,1,Wet1,Native,2021
Eryngium_vaseyi,1,Wet1,Native,2021
Psilocarphus_brevissimus,3,Wet1,Native,2021
Lysimachia_minima,30,Wet1,Native,2021
Stipa_pulchra,6,Wet1,Native,2021
Sisyrinchium_bellum,3,Wet1,Native,2021
lupinus microcarpus,2,Wet1,Native,2021
Juncus_phaeocephalus,20,Wet1,Native,2021
Eleocharis_macrostachya,6,Wet1,Native,2021
Cyperus_eragrostis,2,Wet1,Native,2021
Eryngium_vaseyi,3,Wet1,Native,2021
Psilocarphus_brevissimus,2,Wet1,Native,2021
Juncus_bufonius,2,Wet1,Native,2021
Juncus_patens,30,Wet1,Native,2021
Juncus_phaeocephalus,32,Wet1,Native,2021
Eleocharis_macrostachya,2,Wet1,Native,2021
Juncus_phaeocephalus,35,Wet1,Native,2021
Eleocharis_macrostachya,5,Wet1,Native,2021
Eryngium_vaseyi,4,Wet1,Native,2021
Psilocarphus_brevissimus,1,Wet1,Native,2021
Lysimachia_minima,1,Wet1,Native,2021
Juncus_phaeocephalus,85,Wet1,Native,2021
Eleocharis_macrostachya,5,Wet1,Native,2021
Juncus_phaeocephalus,3,Wet1,Native,2021
Symphyotrichum_subulatum,1,Wet1,Native,2021
Cyperus_eragrostis,1,Wet1,Native,2021
Rumex salicifolius,1,Wet1,Native,2021
Juncus_bufonius,1,Wet1,Native,2021
Psilocarphus_brevissimus,1,Wet1,Native,2021
Juncus_phaeocephalus,85,Wet1,Native,2021
Distichlis_spicata,3,Wet1,Native,2021
Bare Ground,460,Wet1,oTHER,2021
Mowed Thatch,13,Wet1,oTHER,2021
Natural Thatch,246,Wet1,oTHER,2021
Typha_latifolia,4,Wet3,Native,2021
Eleocharis_macrostachya,65,Wet3,Native,2021
Symphyotrichum_subulatum,3,Wet3,Native,2021
Cyperus_eragrostis,2,Wet3,Native,2021
Schoenoplectus_californicus,5,Wet3,Native,2021
Schoenoplectus pungens,1,Wet3,Native,2021
Juncus_bufonius,1,Wet3,Native,2021
Baccharis_pilularis,4,Wet3,Native,2021
Eriogonum_parvifolium,12,Wet3,Native,2021
Laennecia_coulteri,2,Wet3,Native,2021
Deinandra_fasciculata,14,Wet3,Native,2021
Sisyrinchium_bellum,8,Wet3,Native,2021
Stipa_pulchra,2,Wet3,Native,2021
Eriogonum_parvifolium,40,Wet3,Native,2021
Baccharis_pilularis,5,Wet3,Native,2021
Encelia_californica,1,Wet3,Native,2021
Typha_latifolia,12,Wet3,Native,2021
Eleocharis_macrostachya,75,Wet3,Native,2021
Schoenoplectus pungens,8,Wet3,Native,2021
Sparganium eurycarpum,1,Wet3,Native,2021
Typha_latifolia,14,Wet3,Native,2021
Eleocharis_macrostachya,40,Wet3,Native,2021
Schoenoplectus pungens,37,Wet3,Native,2021
Sparganium eurycarpum,55,Wet3,Native,2021
Eleocharis_macrostachya,21,Wet3,Native,2021
Schoenoplectus_californicus,2,Wet3,Native,2021
Schoenoplectus pungens,43,Wet3,Native,2021
Schoenoplectus_californicus,70,Wet3,Native,2021
Sparganium eurycarpum,15,Wet3,Native,2021
Eleocharis_macrostachya,10,Wet3,Native,2021
Schoenoplectus pungens,25,Wet3,Native,2021
Distichlis_spicata,55,Wet3,Native,2021
Eleocharis_macrostachya,45,Wet3,Native,2021
Phalaris_lemmonii,1,Wet3,Native,2021
Eleocharis_macrostachya,72,Wet3,Native,2021
Schoenoplectus_californicus,7,Wet3,Native,2021
Schoenoplectus pungens,15,Wet3,Native,2021
Bolboschoenus_maritimus,4,Wet3,Native,2021
Mysterious carex,7,Wet3,Native,2021
Sparganium eurycarpum,1,Wet3,Native,2021
Symphyotrichum_subulatum,1,Wet3,Native,2021
Distichlis_spicata,10,Wet3,Native,2021
Typha_latifolia,15,Wet3,Native,2021
Schoenoplectus pungens,85,Wet3,Native,2021
Muhlenbergia rigens,5,Wet3,Native,2021
Eleocharis_macrostachya,11,Wet3,Native,2021
Distichlis_spicata,85,Wet3,Native,2021
Frankenia_salina,1,Wet3,Native,2021
Sparganium eurycarpum,12,Wet3,Native,2021
Eleocharis_macrostachya,27,Wet3,Native,2021
Schoenoplectus pungens,40,Wet3,Native,2021
Eleocharis_macrostachya,95,Wet3,Native,2021
Distichlis_spicata,4,Wet3,Native,2021
Deinandra_fasciculata,95,Wet3,Native,2021
Centromadia_parryi_australis,5,Wet3,Native,2021
Eriogonum_fasciculatum,1,Wet3,Native,2021
Baccharis_pilularis,5,Wet3,Native,2021
Stipa_pulchra,14,Wet3,Native,2021
Sisyrinchium_bellum,5,Wet3,Native,2021
Heterotheca_grandiflora,1,Wet3,Native,2021
Centromadia_parryi_australis,2,Wet3,Native,2021
Distichlis_spicata,45,Wet3,Native,2021
Symphyotrichum_subulatum,3,Wet3,Native,2021
Cyperus_eragrostis,1,Wet3,Native,2021
Centromadia_parryi_australis,2,Wet3,Native,2021
Eleocharis_macrostachya,5,Wet3,Native,2021
Deinandra_fasciculata,30,Wet3,Native,2021
Distichlis_spicata,89,Wet3,Native,2021
Distichlis_spicata,5,Wet3,Native,2021
Centromadia_parryi_australis,5,Wet3,Native,2021
Muhlenbergia rigens,2,Wet3,Native,2021
Juncus_patens,1,Wet3,Native,2021
Cyperus_eragrostis,3,Wet3,Native,2021
Heterotheca_grandiflora,1,Wet3,Native,2021
Symphyotrichum_subulatum,1,Wet3,Native,2021
Juncus_bufonius,8,Wet3,Native,2021
Lythrum_hyssopifolia,10,Wet3,Exotic,2021
Polypogon_monspeliensis,0,Wet3,Exotic,2021
Polypogon_monspeliensis,5,Wet3,Exotic,2021
Festuca_perennis,13,Wet3,Exotic,2021
Bromus_hordeaceus,22,Wet3,Exotic,2021
Trifolium_hirtum,6,Wet3,Exotic,2021
Medicago_polymorpha,2,Wet3,Exotic,2021
Bromus_diandrus,5,Wet3,Exotic,2021
Polypogon_monspeliensis,0,Wet3,Exotic,2021
Centaurium_teniuflorum,1,Wet3,Exotic,2021
Polypogon_monspeliensis,1,Wet3,Exotic,2021
Polypogon_monspeliensis,9,Wet3,Exotic,2021
Lythrum_hyssopifolia,1,Wet3,Exotic,2021
Polypogon_monspeliensis,7,Wet3,Exotic,2021
Polypogon_monspeliensis,4,Wet3,Exotic,2021
Lactuca_serriola,2,Wet3,Exotic,2021
Sonchus_asper,5,Wet3,Exotic,2021
Vicia_sativa,2,Wet3,Exotic,2021
Festuca_perennis,17,Wet3,Exotic,2021
Bromus_hordeaceus,17,Wet3,Exotic,2021
Plantago_coronopus,1,Wet3,Exotic,2021
Festuca_myuros,5,Wet3,Exotic,2021
Bromus_diandrus,15,Wet3,Exotic,2021
Hordeum_marinum,1,Wet3,Exotic,2021
Polypogon_monspeliensis,40,Wet3,Exotic,2021
Centaurium_teniuflorum,4,Wet3,Exotic,2021
Cynodon_dactylon,3,Wet3,Exotic,2021
Pseudognaphalium_luteoalbum,1,Wet3,Exotic,2021
Sonchus_sp,0,Wet3,Exotic,2021
Lactuca_serriola,0,Wet3,Exotic,2021
Paspalum_dilatatum,2,Wet3,Exotic,2021
Brachypodium_distachyon,1,Wet3,Exotic,2021
Festuca_myuros,1,Wet3,Exotic,2021
Polypogon_monspeliensis,35,Wet3,Exotic,2021
Plantago_coronopus,3,Wet3,Exotic,2021
Festuca_myuros,7,Wet3,Exotic,2021
Rumex_crispus,1,Wet3,Exotic,2021
Lythrum_hyssopifolia,3,Wet3,Exotic,2021
Helminthotheca_echioides,1,Wet3,Exotic,2021
Lactuca_serriola,1,Wet3,Exotic,2021
Centaurium_teniuflorum,2,Wet3,Exotic,2021
Taraxacum_officinale,1,Wet3,Exotic,2021
Bare Ground,271,Wet3,Other,2021
Natural Thatch,491,Wet3,Other,2021
Mowed Thatch,19,Wet3,Other,2021
Polypogon_monspeliensis,2,Wet4,Exotic,2021
Euphorbia_peplus,1,Wet4,Exotic,2021
Festuca_myuros,1,Wet4,Exotic,2021
Medicago_polymorpha,1,Wet4,Exotic,2021
Erodium_cicutarium,1,Wet4,Exotic,2021
Festuca_perennis,2,Wet4,Exotic,2021
Bromus_diandrus,1,Wet4,Exotic,2021
Brachypodium_distachyon,1,Wet4,Exotic,2021
Bromus_hordeaceus,6,Wet4,Exotic,2021
Festuca_bromoides,9,Wet4,Exotic,2021
Festuca_myuros,8,Wet4,Exotic,2021
Geranium_dissectum,4,Wet4,Exotic,2021
Bromus_diandrus,2,Wet4,Exotic,2021
Sonchus_sp,1,Wet4,Exotic,2021
Lactuca_serriola,1,Wet4,Exotic,2021
Medicago_polymorpha,1,Wet4,Exotic,2021
Festuca_perennis,1,Wet4,Exotic,2021
Bromus_hordeaceus,1,Wet4,Exotic,2021
Vicia_sativa,1,Wet4,Exotic,2021
Festuca_myuros,1,Wet4,Exotic,2021
Polypogon_monspeliensis,4,Wet4,Exotic,2021
Festuca_myuros,5,Wet4,Exotic,2021
Euphorbia_peplus,1,Wet4,Exotic,2021
Geranium_dissectum,1,Wet4,Exotic,2021
Polypogon_monspeliensis,1,Wet4,Exotic,2021
Erodium_botrys,1,Wet4,Exotic,2021
Parapholis_incurva,8,Wet4,Exotic,2021
Festuca_myuros,9,Wet4,Exotic,2021
Bromus_hordeaceus,23,Wet4,Exotic,2021
Festuca_perennis,1,Wet4,Exotic,2021
Festuca_bromoides,8,Wet4,Exotic,2021
Bromus_diandrus,1,Wet4,Exotic,2021
Brachypodium_distachyon,1,Wet4,Exotic,2021
Festuca_myuros,1,Wet4,Exotic,2021
Bromus_hordeaceus,8,Wet4,Exotic,2021
Festuca_perennis,1,Wet4,Exotic,2021
Festuca_bromoides,20,Wet4,Exotic,2021
Bromus_diandrus,2,Wet4,Exotic,2021
Bromus_hordeaceus,1,Wet4,Exotic,2021
Geranium_dissectum,11,Wet4,Exotic,2021
Festuca_perennis,1,Wet4,Exotic,2021
Medicago_polymorpha,1,Wet4,Exotic,2021
Bromus_diandrus,1,Wet4,Exotic,2021
Sonchus_sp,1,Wet4,Exotic,2021
Bromus_diandrus,5,Wet4,Exotic,2021
Festuca_myuros,1,Wet4,Exotic,2021
Medicago_polymorpha,1,Wet4,Exotic,2021
Euphorbia_peplus,1,Wet4,Exotic,2021
Lactuca_serriola,1,Wet4,Exotic,2021
Bromus_madritensis,1,Wet4,Exotic,2021
Polypogon_monspeliensis,2,Wet4,Exotic,2021
Bromus_madritensis,1,Wet4,Exotic,2021
Polypogon_monspeliensis,1,Wet4,Exotic,2021
Bromus_diandrus,1,Wet4,Exotic,2021
Bromus_madritensis,3,Wet4,Exotic,2021
Euphorbia_peplus,3,Wet4,Exotic,2021
Medicago_polymorpha,1,Wet4,Exotic,2021
Euphorbia_peplus,1,Wet4,Exotic,2021
Euphorbia_peplus,2,Wet4,Exotic,2021
Sonchus_sp,1,Wet4,Exotic,2021
Centromadia_parryi_australis,18,Wet4,Native,2021
Stipa_pulchra,4,Wet4,Native,2021
Deinandra_fasciculata,1,Wet4,Native,2021
Atriplex_lentiformis,100,Wet4,Native,2021
Stipa_pulchra,27,Wet4,Native,2021
Deinandra_fasciculata,1,Wet4,Native,2021
Ambrosia_psilostachya,1,Wet4,Native,2021
Acmispon_maritimus,1,Wet4,Native,2021
Distichlis_spicata,60,Wet4,Native,2021
Carex_praegracilis,35,Wet4,Native,2021
Hordeum_brachyantherum,1,Wet4,Native,2021
Stipa_pulchra,8,Wet4,Native,2021
Centromadia_parryi_australis,2,Wet4,Native,2021
Deinandra_fasciculata,1,Wet4,Native,2021
Atriplex_lentiformis,97,Wet4,Native,2021
Atriplex_lentiformis,99,Wet4,Native,2021
Juncus_patens,20,Wet4,Native,2021
Distichlis_spicata,13,Wet4,Native,2021
Deinandra_fasciculata,6,Wet4,Native,2021
Erigeron_canadensis,1,Wet4,Native,2021
Distichlis_spicata,60,Wet4,Native,2021
Frankenia_salina,7,Wet4,Native,2021
Hordeum_brachyantherum,1,Wet4,Native,2021
Elymus_glaucus,3,Wet4,Native,2021
Centromadia_parryi_australis,1,Wet4,Native,2021
Centromadia_parryi_australis,12,Wet4,Native,2021
Stipa_pulchra,4,Wet4,Native,2021
Deinandra_fasciculata,18,Wet4,Native,2021
Stipa_pulchra,7,Wet4,Native,2021
Acmispon_maritimus,2,Wet4,Native,2021
Sisyrinchium_bellum,1,Wet4,Native,2021
Deinandra_fasciculata,14,Wet4,Native,2021
Stipa_pulchra,13,Wet4,Native,2021
Centromadia_parryi_australis,1,Wet4,Native,2021
Acmispon_maritimus,1,Wet4,Native,2021
Deinandra_fasciculata,9,Wet4,Native,2021
Stipa_pulchra,28,Wet4,Native,2021
Distichlis_spicata,70,Wet4,Native,2021
Hordeum_brachyantherum,1,Wet4,Native,2021
Juncus_patens,6,Wet4,Native,2021
Frankenia_salina,11,Wet4,Native,2021
Phalaris_lemmonii,1,Wet4,Native,2021
Distichlis_spicata,75,Wet4,Native,2021
Centromadia_parryi_australis,1,Wet4,Native,2021
Asclepias_fascicularis,2,Wet4,Native,2021
Carex_praegracilis,1,Wet4,Native,2021
Stipa_pulchra,6,Wet4,Native,2021
Juncus_patens,25,Wet4,Native,2021
Atriplex_lentiformis,35,Wet4,Native,2021
Distichlis_spicata,17,Wet4,Native,2021
Centromadia_parryi_australis,1,Wet4,Native,2021
Hazardia_squarrosa,50,Wet4,Native,2021
Distichlis_spicata,55,Wet4,Native,2021
Elymus_glaucus,2,Wet4,Native,2021
Stipa_pulchra,2,Wet4,Native,2021
Asclepias_fascicularis,1,Wet4,Native,2021
Atriplex_lentiformis,75,Wet4,Native,2021
Atriplex_lentiformis,75,Wet4,Native,2021
Distichlis_spicata,20,Wet4,Native,2021
Bare Ground,292,Wet4,Other,2021
Natural Thatch,903,Wet4,Other,2021
Mowed Thatch,0,Wet4,Other,2021
Polypogon_monspeliensis,12,Wet5,Exotic,2021
Festuca_perennis,1,Wet5,Exotic,2021
Helminthotheca_echioides,1,Wet5,Exotic,2021
Medicago_polymorpha,2,Wet5,Exotic,2021
Helminthotheca_echioides,2,Wet5,Exotic,2021
Polypogon_monspeliensis,3,Wet5,Exotic,2021
Festuca_perennis,4,Wet5,Exotic,2021
Avena_fatua,5,Wet5,Exotic,2021
Medicago_polymorpha,5,Wet5,Exotic,2021
Hordeum_murinum,1,Wet5,Exotic,2021
Festuca_perennis,2,Wet5,Exotic,2021
Sonchus_oleraceus,1,Wet5,Exotic,2021
Bromus_catharticus,5,Wet5,Exotic,2021
Polypogon_monspeliensis,5,Wet5,Exotic,2021
Festuca_perennis,3,Wet5,Exotic,2021
Medicago_polymorpha,27,Wet5,Exotic,2021
Juncus_mexicanus,98,Wet5,Native,2021
Malvella_leprosa,2,Wet5,Native,2021
Eryngium_vaseyi,1,Wet5,Native,2021
Anemopsis_californica,11,Wet5,Native,2021
Symphyotrichum_subulatum,14,Wet5,Native,2021
Distichlis_spicata,10,Wet5,Native,2021
Eleocharis_macrostachya,5,Wet5,Native,2021
Cyperus_eragrostis,3,Wet5,Native,2021
Malvella_leprosa,1,Wet5,Native,2021
Epilobium_brachycarpum,4,Wet5,Native,2021
Eleocharis_macrostachya,65,Wet5,Native,2021
Symphyotrichum_subulatum,2,Wet5,Native,2021
Cyperus_eragrostis,1,Wet5,Native,2021
Schoenoplectus_californicus,10,Wet5,Native,2021
Eleocharis_macrostachya,1,Wet5,Native,2021
Distichlis_spicata,85,Wet5,Native,2021
Malvella_leprosa,30,Wet5,Native,2021
Quercus_agrifolia,70,Wet5,Native,2021
Malvella_leprosa,70,Wet5,Native,2021
Eleocharis_macrostachya,6,Wet5,Native,2021
Juncus_mexicanus,45,Wet5,Native,2021
Distichlis_spicata,80,Wet5,Native,2021
Eryngium_vaseyi,4,Wet5,Native,2021
Eleocharis_macrostachya,20,Wet5,Native,2021
Symphyotrichum_subulatum,1,Wet5,Native,2021
Frankenia_salina,6,Wet5,Native,2021
Malvella_leprosa,60,Wet5,Native,2021
Distichlis_spicata,5,Wet5,Native,2021
Cyperus_eragrostis,5,Wet5,Native,2021
Symphyotrichum_subulatum,7,Wet5,Native,2021
Malvella_leprosa,7,Wet5,Native,2021
Juncus_mexicanus,93,Wet5,Native,2021
Distichlis_spicata,3,Wet5,Native,2021
Eryngium_vaseyi,3,Wet5,Native,2021
Eleocharis_macrostachya,3,Wet5,Native,2021
Cyperus_eragrostis,1,Wet5,Native,2021
Epilobium_brachycarpum,1,Wet5,Native,2021
Distichlis_spicata,95,Wet5,Native,2021
Anemopsis_californica,2,Wet5,Native,2021
Malvella_leprosa,8,Wet5,Native,2021
Frankenia_salina,8,Wet5,Native,2021
Epilobium_brachycarpum,1,Wet5,Native,2021
Symphyotrichum_subulatum,1,Wet5,Native,2021
Malvella_leprosa,85,Wet5,Native,2021
Eleocharis_macrostachya,30,Wet5,Native,2021
Symphyotrichum_subulatum,1,Wet5,Native,2021
,0,Wet5,Native,2021
Distichlis_spicata,20,Wet5,Native,2021
Symphyotrichum_subulatum,7,Wet5,Native,2021
Eleocharis_macrostachya,25,Wet5,Native,2021
Malvella_leprosa,28,Wet5,Native,2021
Anemopsis_californica,1,Wet5,Native,2021
Cyperus_eragrostis,4,Wet5,Native,2021
Frankenia_salina,25,Wet5,Native,2021
Malvella_leprosa,70,Wet5,Native,2021
Hordeum_brachyantherum_brachy.,5,Wet5,Native,2021
Bare Ground,76,Wet5,Other,2021
Natural Thatch,789,Wet5,Other,2021
Mowed Thatch,0,Wet5,Other,2021
